"username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink"
"RIKITRADER","2017-04-10 08:33","1","2","#Bitcoin #Ethereum Rogue Indian Drug Agent Caught http://dlvr.it/Nrkh5V #Blockchain #Cryptocurrency #DecentralizedControl #Fintechpic.twitter.com/jAsuMA0azb","","","#Bitcoin #Ethereum #Blockchain #Cryptocurrency #DecentralizedControl #Fintechpic","851352444185436161","https://twitter.com/RIKITRADER/status/851352444185436161"
"DowntownOrl","2017-04-10 03:08","0","0","#SuspiciousPerson WALL ST & N ORANGE AV ( 4/09/2017 22:08) #Orlando #CentralBusinessDistrict","","","#SuspiciousPerson #Orlando #CentralBusinessDistrict","851270571572707329","https://twitter.com/DowntownOrl/status/851270571572707329"
"efsantiago24","2017-04-10 02:35","0","0","#golf gang , missing joshsantiago25 . We did it again !!!! #fore #18holes no trophy for this https://www.instagram.com/p/BSsDL3ZARzT/","","","#golf #fore #18holes","851262407682908160","https://twitter.com/efsantiago24/status/851262407682908160"
"eparrillacreate","2017-04-10 02:31","0","0","Day 3 - Birds eye view of our little piece of paradise here at the Gulf of Mexico called https://www.instagram.com/p/BSsCs3kBLC2/","","","","851261343650922496","https://twitter.com/eparrillacreate/status/851261343650922496"
"TpaSophisticate","2017-04-10 02:13","0","1","Wall art! #hootersclearwaterbeach #clearwaterbeach #floridagirl #tampa #florida @ https://www.instagram.com/p/BSsAmg3AWB_/","","@","#hootersclearwaterbeach #clearwaterbeach #floridagirl #tampa #florida","851256720869527552","https://twitter.com/TpaSophisticate/status/851256720869527552"
"ChefPAlaniz","2017-04-10 01:06","0","0","Just another day in #palmbeach #mexico #fish #italian #french #foodporn #miamibeach #chef @ https://www.instagram.com/p/BSr46MzASFt/","","@","#palmbeach #mexico #fish #italian #french #foodporn #miamibeach #chef","851239810958327808","https://twitter.com/ChefPAlaniz/status/851239810958327808"
"sspoor82","2017-04-09 23:14","0","0","Fun with the gang couldn't get these bitches to look at the camera https://www.instagram.com/p/BSrsLQ-lHkL4YKVatZmo0meO_WO0wTldmhGAQU0/ ","","","","851211815472308224","https://twitter.com/sspoor82/status/851211815472308224"
"_marisakathryn_","2017-04-09 22:40","0","0","Just thinkin' some happy thots at the bubblegum wall : amandafromdisneyland @Epcot https://www.instagram.com/p/BSroSPvFuZy/","","@Epcot","","851203262397263881","https://twitter.com/_marisakathryn_/status/851203262397263881"
"kels_wels","2017-04-09 22:28","0","2","When all you want is a cute picture with the Mickey wall, but you get distracted by the food https://www.instagram.com/p/BSrm1FlDFoM/","","","","851200054035656705","https://twitter.com/kels_wels/status/851200054035656705"
"Katrinamarie_26","2017-04-09 21:55","0","0","They really look like the #Scooby-Doo gang too @Universal Studios https://www.instagram.com/p/BSrjEimjFvXztRcU5ruk68n9MiWnTuWs_eqtlk0/ ","","@Universal","#Scooby","851191788815745025","https://twitter.com/Katrinamarie_26/status/851191788815745025"
"AurielGrace","2017-04-09 21:38","2","2","A Gang of Girls Radio - Fairie Show Join Melinda Carver and Auriel Grace for the Fairie https://www.instagram.com/p/BSrhL6Agbsv/","","","","851187640770719748","https://twitter.com/AurielGrace/status/851187640770719748"
"smonteserin","2017-04-09 20:51","0","0","More smoke. The purple wall. It's been good to connect with things I liked as a child. My adult https://www.instagram.com/p/BSrbxO4BOgE/","","","","851175731195387904","https://twitter.com/smonteserin/status/851175731195387904"
"beachgirlkel","2017-04-09 20:45","0","0","The purple wall #ruckus #orlandocity #gocity #gocity #supporter #nofilter #gooooooool https://www.instagram.com/p/BSrbIDGg9zs/","","","#ruckus #orlandocity #gocity #gocity #supporter #nofilter #gooooooool","851174315689218050","https://twitter.com/beachgirlkel/status/851174315689218050"
"PenInkling","2017-04-09 20:38","0","1","Disney may have beat Trump to starting the wall... @Epcot - Walt Disney World https://www.instagram.com/p/BSraUP0BVwu/","","@Epcot","","851172536016551936","https://twitter.com/PenInkling/status/851172536016551936"
"laurensprague10","2017-04-09 18:58","0","0","NY?? Never heard of it. @Gulf of Mexico https://www.instagram.com/p/BSrO2B0B6Ef/","","@Gulf","","851147305008807936","https://twitter.com/laurensprague10/status/851147305008807936"
"LilCease","2017-04-09 18:18","0","0","#Rp From @faithevans ""When ya boy sees a photographer & conveniently leans on the wall behind https://www.instagram.com/p/BSrKS1Yjnih/","","@faithevans","#Rp","851137306438361088","https://twitter.com/LilCease/status/851137306438361088"
"ameliabakz","2017-04-09 17:11","0","0","happy Sunday! do you like free stuff?! did you enter the wall crawl challenge?! NO?! well what https://www.instagram.com/p/BSrCjcHjJrL/","","","","851120286128910337","https://twitter.com/ameliabakz/status/851120286128910337"
"kaleighscruggs","2017-04-09 15:29","0","1","When your grandma tells you to pour sangria and sit in Mexico with her, you pour sangria and sit https://www.instagram.com/p/BSq2-o4FA7E/","","","","851094829362761728","https://twitter.com/kaleighscruggs/status/851094829362761728"
"TinaJohns","2017-04-09 12:54","0","0","Make sure you sign our wall this morning!! #ourlivesHiscanvas @Canvas Church https://www.instagram.com/p/BSqlN8HDgXs/","","@Canvas","#ourlivesHiscanvas","851055773790740480","https://twitter.com/TinaJohns/status/851055773790740480"
"lianahaerens","2017-04-09 04:16","0","0","When Conor comes to town is basically required to go downtown #InstagramlessConor @Wall St. Plaza https://www.instagram.com/p/BSpp7EulgDy/","","@Wall","#InstagramlessConor","850925390122110978","https://twitter.com/lianahaerens/status/850925390122110978"
"RollaBoi","2017-04-09 03:00","0","0","It's a yung rich nigga bday @blacyoungstafb heavycampyungmoney Gang https://www.instagram.com/p/BSphLbdjBNny9mBdbKpTc3oCeCZu1ppvneDISM0/ ","","@blacyoungstafb","","850906152946851841","https://twitter.com/RollaBoi/status/850906152946851841"
"BoshJontrager","2017-04-09 01:07","0","0","Leg 3 of the Florida circuit. #Orlando #DrinkingAroundTheWorld #SpringBreak @Wall St. Plaza https://www.instagram.com/p/BSpUSlLFSiq/","","@Wall","#Orlando #DrinkingAroundTheWorld #SpringBreak","850877813460742144","https://twitter.com/BoshJontrager/status/850877813460742144"
"nclperry","2017-04-09 00:36","0","0","they sat me by the right wall! #bacardi #vacation #rum @Bongo's Cuban Cafe https://www.instagram.com/p/BSpQtptgHal/","","@Bongo","#bacardi #vacation #rum","850869938223026176","https://twitter.com/nclperry/status/850869938223026176"
"Free_Orlando","2017-04-08 23:57","0","0","#OrlandoFree Retaining wall blocks (1241 N Lake Sybelia Drive Maitland) http://orlando.craigslist.org/zip/6080230224.html ","","","#OrlandoFree","850860069646249985","https://twitter.com/Free_Orlando/status/850860069646249985"
"Losdad","2017-04-08 23:31","0","0","At the beach for a little bit. It's great living right off the Gulf of Mexico. @Coquina Beach https://www.instagram.com/p/BSpJT1KlY9b/","","@Coquina","","850853666437332996","https://twitter.com/Losdad/status/850853666437332996"
"AurielGrace","2017-04-08 23:24","0","0","A Gang of Girls Radio - Fairie Show Join Melinda Carver and Auriel Grace for the Fairie https://www.instagram.com/p/BSpIg72Acrz/","","","","850851909061758976","https://twitter.com/AurielGrace/status/850851909061758976"
"TheSoulSean","2017-04-08 19:06","0","0","Goatee Gang. @Epcot - Walt Disney World https://www.instagram.com/p/BSoq8W6g-AR/","","@Epcot","","850786885928669184","https://twitter.com/TheSoulSean/status/850786885928669184"
"ErikaJarvis","2017-04-08 18:54","0","0","Does this wall make us look trendy? #thepurplewall @The Purple Wall https://www.instagram.com/p/BSopjUiFVf6/","","@The","#thepurplewall","850783830176923648","https://twitter.com/ErikaJarvis/status/850783830176923648"
"DenoteDj","2017-04-08 18:46","0","0","Mexico @Epcot International Flower and Garden Festival Fans https://www.instagram.com/p/BSoop6ZAyKV/","","@Epcot","","850781848913530880","https://twitter.com/DenoteDj/status/850781848913530880"
"trashliee","2017-04-08 18:14","0","1","Did I do the Purple Wall right for my first time?? @The Purple Wall https://www.instagram.com/p/BSok9o_lfvi/","","@The","","850773742024359936","https://twitter.com/trashliee/status/850773742024359936"
"DowntownOrl","2017-04-08 17:18","0","0","#SuspiciousPerson WALL ST & N ROSALIND AV ( 4/08/2017 12:27) #Orlando #CentralBusinessDistrict","","","#SuspiciousPerson #Orlando #CentralBusinessDistrict","850759654103801859","https://twitter.com/DowntownOrl/status/850759654103801859"
"Cecilenamerpy","2017-04-08 16:33","0","0","Siesta key, Gulf of Mexico! Named best beach of the US Le sable est si blanc et si fin... de https://www.instagram.com/p/BSoZd34F_GA/","","","","850748458625642496","https://twitter.com/Cecilenamerpy/status/850748458625642496"
"Biglaylay4","2017-04-08 16:28","0","0","Found my new favorite bar!! Aquarium bar top and shark tank wall. https://www.instagram.com/p/BSoY1h9loItTEw9DjZILPH6QUtNB1LaN76ZRks0/ ","","","","850747078825390081","https://twitter.com/Biglaylay4/status/850747078825390081"
"Legobricke","2017-04-08 15:05","0","0","Breakfast with the gang! (@Berry Fresh Cafe Jupiter in Jupiter, FL) https://www.swarmapp.com/c/6CgqUypUkHy","","@Berry","","850726307315011584","https://twitter.com/Legobricke/status/850726307315011584"
"AurielGrace","2017-04-08 14:32","1","0","A Gang of Girls Radio - Fairie Show Join Melinda Carver and Auriel Grace for the Fairie https://www.instagram.com/p/BSoLlSbAnUu/","","","","850717922557382657","https://twitter.com/AurielGrace/status/850717922557382657"
"gails0619","2017-04-08 13:38","0","0","Come out and support the Sickles Wall of Sound Marching Band and https://www.instagram.com/p/BSoFZAmBQyo3QtBKOXOEr8MBz_14O-4JfOZOGU0/ ","","","","850704308777623554","https://twitter.com/gails0619/status/850704308777623554"
"eparrillacreate","2017-04-08 02:53","0","0","Day 1 - Gulf of Mexico. Unlike the Pacific Ocean this water is warm. Today was a good day https://www.instagram.com/p/BSm7muchXpq/","","","","850542053880545281","https://twitter.com/eparrillacreate/status/850542053880545281"
"beree_ap","2017-04-08 02:07","0","0","My criminal partner (@The Mall At Millenia in Orlando, FL) https://www.swarmapp.com/c/4PhN2F2uYG9 pic.twitter.com/2k0OeFsA2l","","@The","","850530589987962880","https://twitter.com/beree_ap/status/850530589987962880"
"sidneytilton","2017-04-08 01:09","0","1","this balcony came in handy #thxlarry #sbbaby #seniorszzz @Gulf of Mexico https://www.instagram.com/p/BSmvszdByK5/","","@Gulf","#thxlarry #sbbaby #seniorszzz","850515874402283520","https://twitter.com/sidneytilton/status/850515874402283520"
"charltonlashley","2017-04-08 00:50","0","2","I did a thing @klutchwheels scion.gang boxed.squad.mafia square_rootz_ #slammedtoaster #notbmx https://www.instagram.com/p/BSmtgz1jK7o/","","@klutchwheels","#slammedtoaster #notbmx","850511061778407424","https://twitter.com/charltonlashley/status/850511061778407424"
"dlw13","2017-04-07 22:24","0","0","Drinking a Ashley Gang Imperial IPA Bourbon Barrel Aged  http://untp.beer/s/c437218396","","","","850474436260233217","https://twitter.com/dlw13/status/850474436260233217"
"JessBRadio","2017-04-07 16:53","0","0","I have trust issues. #facts #suspectbehavior #seemslegit @Wall https://www.instagram.com/p/BSl3ANLDVia4UjsJPixmTTEJfACWkOBFck3Qfg0/ ","","@Wall","#facts #suspectbehavior #seemslegit","850391193125081088","https://twitter.com/JessBRadio/status/850391193125081088"
"connorquaschnik","2017-04-07 14:12","0","0","This is the bubblegum wall right? I don't know, I just saw a line of people waiting to take a https://www.instagram.com/p/BSlkiiHgygb/","","","","850350591750668288","https://twitter.com/connorquaschnik/status/850350591750668288"
"jrkuhns","2017-04-07 13:53","0","0","High above the waves (@Gulf of Mexico in Longboat Key, FL) https://www.swarmapp.com/c/5ix2XrjHoc1 pic.twitter.com/IhforVkUo9","","@Gulf","","850345877118038016","https://twitter.com/jrkuhns/status/850345877118038016"
"Tampa_LAF","2017-04-07 05:32","0","0","#TampaLostFound Lost Black and White Dog, one blue eye (Riverview-Tropical Acres): Female spayed. Border Collie lab http://tampa.craigslist.org/hil/laf/6077563087.html ","","","#TampaLostFound","850219729062998016","https://twitter.com/Tampa_LAF/status/850219729062998016"
"DrayyBalenciaga","2017-04-07 03:01","0","0","Transition Kingz The Label. its A Movement Not A Gang #TampaMusic #ClearwaterMusic https://www.instagram.com/p/BSkXrtcFqQS/","","","#TampaMusic #ClearwaterMusic","850181589787176961","https://twitter.com/DrayyBalenciaga/status/850181589787176961"
"samgallagherr","2017-04-07 02:11","0","0","'s 'n 's @Clearwater Beach - Gulf of Mexico https://www.instagram.com/p/BSkR_gyDuGA/","","@Clearwater","","850169069370322944","https://twitter.com/samgallagherr/status/850169069370322944"
"thecarolinedoll","2017-04-07 01:28","0","1","Truth: I've been trying to get a photo in front of this white wall at our hotel this entire https://www.instagram.com/p/BSkNCfrD6Fp/","","","","850158183628894208","https://twitter.com/thecarolinedoll/status/850158183628894208"
"AurielGrace","2017-04-07 00:13","0","0","A Gang of Girls Radio - Fairie Show Join Melinda Carver and Auriel Grace for the Fairie https://www.instagram.com/p/BSkEkGEg9sN/","","","","850139534960545792","https://twitter.com/AurielGrace/status/850139534960545792"
"OSP_FL","2017-04-06 23:29","0","0","This casper_gang is not only trying to steal my account info they are racist. #spam #spamaccount https://www.instagram.com/p/BSj_dm9BDDE/","","","#spam #spamaccount","850128317952831488","https://twitter.com/OSP_FL/status/850128317952831488"
"OSP_FL","2017-04-06 23:26","0","0","Everybody report casper_gang for spam and get them kicked off Instagram. #spam #spamaccount https://www.instagram.com/p/BSj_HY_hIZA/","","","#spam #spamaccount","850127554610515968","https://twitter.com/OSP_FL/status/850127554610515968"
"levy0135","2017-04-06 23:09","0","0","Viva Mexico @Epcot - Walt Disney World https://www.instagram.com/p/BSj9JbolGs-PRjB8IdBPeukQUo8D4Isghd024k0/ ","","@Epcot","","850123249048571904","https://twitter.com/levy0135/status/850123249048571904"
"OnGrove","2017-04-06 22:13","0","0","Woven vintage solid wood corner chair $40.00 vintage one of a kind fish wall decor $34.00 @ https://www.instagram.com/p/BSj2zbjgufT/","","@","","850109279864582145","https://twitter.com/OnGrove/status/850109279864582145"
"laurel_kinney","2017-04-06 21:52","0","0","Back in the 8th grade, we were a Maine girl gang called B.A.L.S. On a nostalgia-filled whim, https://www.instagram.com/p/BSj0aJuDj7S/","","","","850104015677509632","https://twitter.com/laurel_kinney/status/850104015677509632"
"michelleettrick","2017-04-06 21:13","0","0","Helping janet.a.chandler install bugs on the wall #ufceramics #sculptures #muddobber @GFAA https://www.instagram.com/p/BSjv9UwgcYC/","","@GFAA","#ufceramics #sculptures #muddobber","850094226008363008","https://twitter.com/michelleettrick/status/850094226008363008"
"Tracey_Phelps","2017-04-06 20:58","0","0","Yay @Dean's South of the Border https://www.instagram.com/p/BSjuJU_ji-g/","","@Dean","","850090239804796928","https://twitter.com/Tracey_Phelps/status/850090239804796928"
"Tracey_Phelps","2017-04-06 20:52","0","0","Vermont's Cutest Couple @Dean's South of the Border https://www.instagram.com/p/BSjtgB8DTcq/","","@Dean","","850088821500903424","https://twitter.com/Tracey_Phelps/status/850088821500903424"
"Tracey_Phelps","2017-04-06 20:33","0","0","Time 4 TexMex @Dean's South of the Border https://www.instagram.com/p/BSjrTxLjZJm/","","@Dean","","850084002828517379","https://twitter.com/Tracey_Phelps/status/850084002828517379"
"jeanette_x3","2017-04-06 19:53","0","1","Just throwing it back to last month, flying over the Great Wall of China on Soarin'. Getting https://www.instagram.com/p/BSjmvU3BP6V/","","","","850073952319700996","https://twitter.com/jeanette_x3/status/850073952319700996"
